image_name,db_row_ids,time_elapsed
test1.jpg,"30065,45010,266709,32882,86951,113783,282851,205068,287552,74721",136.97671627998352
test2.jpg,"128624,155250,170419,45514,254805,66506,247022,55142,46956,99880",126.84484648704529
